,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
6453,Turquoises,4.0,49.04903514,6887.670370000001,Below_30,,Yes,653.9515913,Yes,Male,By_16:00,0.9482924640000001,0.495330271,7913.0,381.2955313,98.25344100000001,4975.316359,561.7141682,23.814559399999997,19.52679009,2.0869999999999997,50023.56008,Maybe,177470.5442,8.739816244,421.2725296,30.8806658,16.34967838,70.0,Social,13.0,147.2457235,1.0,Foot_or_bicycle,Public_Sector,Yes,0.0,537.3167204
7055,Turquoises,10.0,320.6235477,51296.842169999996,30-45,11539.03666,Yes,679.9445843999999,Yes,Female,By_16:00,0.8670533109999999,0.093733477,3608.0,426.06196389999997,74.87945165,5651.8502,809.3777681,99.48192236,20.64126847,6.392,53675.10327,No,230373.7229,5.882500543,479.9726272,77.24564602,,90.0,Environment,11.0,76.66179284,2.0,Public_or_other,Hightech,Yes,0.0,496.9831084
73,Turquoises,8.0,439.8352136,70830.22611,45_and_up,21651.613419999998,No,644.4456029,Yes,Male,After_16:00,0.849434118,0.995889268,6154.0,368.8891412,61.43523685,5568.921214,750.375428,27.83427171,19.20648696,3.846,49874.23582,Maybe,233399.4203,2.340610521,483.1142932,82.21384913,146.6117379,100.0,Education,12.0,135.18231459999998,3.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,3.0,528.2678931
8167,Khakis,7.0,364.3060185,35744.0163,45_and_up,14877.977019999998,Yes,531.0953532999999,Yes,Female,By_16:00,0.19198880100000001,0.405935306,5822.0,363.6387776,9.724842291,3670.7383670000004,943.9826161000001,18.14532585,19.06931508,4.178,42116.73448,No,86639.61552,6.087010649,294.3460812,54.06440911,121.4353395,80.0,Healthcare,7.0,289.4096039,0.0,Foot_or_bicycle,Public_Sector,Yes,2.0,348.77169060000006
2878,Yellows,1.0,1373.12481,248349.5404,45_and_up,209964.5686,Yes,878.5968330000001,No,Female,By_16:00,0.7565578820000001,0.147853868,4752.0,581.3545371,76.74284885,6588.644254,407.650559,3.61061648,24.1112948,9.248,69583.89907,Maybe,294407.7257,0.607399268,542.5935178999999,37.87209622,457.7082699,90.0,Environment,13.0,137.4231816,2.0,Public_or_other,Industry_or_other,No,0.0,602.2367955
608,Turquoises,2.0,220.61815209999997,33714.77721,30-45,5491.580387,No,719.2454094999999,Yes,Female,After_16:00,0.37849053299999996,0.46970717700000003,7371.0,479.27870559999997,46.26619988,5543.145338,992.2221596,6.822934677,21.892434899999998,2.6289999999999996,57270.3359,No,210184.4645,8.273983439,458.4587926,91.9602223,73.53938403,70.0,Social,10.0,49.0707341,1.0,Foot_or_bicycle,Student_or_Unemployed,No,1.0,484.0973903
6290,Turquoises,10.0,382.6065226,47554.7466,Below_30,16402.84119,No,769.87275,Yes,Female,By_16:00,0.9416966609999999,0.22356696199999998,7734.0,499.581612,21.89551063,4727.908851,811.7380482000001,84.79628412,22.35132238,2.266,59321.6413,No,139035.4395,7.433559832,372.8745627,53.18777396,127.5355075,100.0,Education,14.0,143.20259860000002,3.0,Car,Student_or_Unemployed,No,0.0,565.9236860000001
4088,Yellows,,,-7601.714769,Below_30,798.4326083,Yes,688.6032052999999,Yes,Male,By_16:00,0.45734598,0.318090949,9806.0,522.9330209,31.50319229,3705.343185,731.4766424,,22.86772881,4.194,55158.71371,No,70728.18676,6.245719702000001,265.94771430000003,45.21926192,-28.58349352,60.0,Financial,12.0,262.7868074,3.0,Car,,No,0.0,382.73743010000004
707,Turquoises,7.0,233.11486430000002,33641.996960000004,30-45,6125.764951,Yes,637.6924191,Yes,Male,By_16:00,0.4788366,0.551776889,3103.0,417.58962510000003,9.63145094,5164.632508,840.1692652,78.77056727,20.43500979,6.897,50821.33285,Yes,187441.6551,6.474630681,432.94532580000003,31.11413985,77.70495477,80.0,Healthcare,13.0,123.44989620000001,2.0,Foot_or_bicycle,Hightech,No,0.0,437.13444789999994
2189,Khakis,2.0,,40312.13733,30-45,7224.292025,Yes,651.5211254,Yes,Male,By_16:00,0.828748085,0.162971635,5275.0,419.00279480000006,16.975391100000003,5612.149649,268.99933510000005,87.63920357,20.46955776,4.725,52063.41828,Maybe,227924.515,6.033866768999999,477.414406,87.86968703,84.43846022,80.0,Healthcare,8.0,96.15858772,2.0,Foot_or_bicycle,Industry_or_other,No,0.0,453.3543391
6062,Whites,1.0,285.8984173,28112.26372,Below_30,9187.288917,Yes,553.8104248999999,Yes,Male,By_16:00,0.234978401,,5503.0,292.94077189999996,43.34785382,3535.768149,236.4647221,87.96446742,17.11551261,4.497,40440.65273,Maybe,87018.30981,7.84259516,294.9886605,16.43336352,95.29947243,60.0,Financial,7.0,292.1611381,2.0,Foot_or_bicycle,Hightech,Yes,0.0,521.3297284
1959,Browns,3.0,914.6261818,15855.56758,30-45,93263.88122000001,No,371.8438958,Yes,Male,By_16:00,0.328209718,0.11000629099999999,4005.0,271.90423139999996,22.76440205,1063.875608,281.81461410000003,76.66198877,16.48951883,11.995,28245.2058,Yes,2704.698356,2.105652273,52.00671453,89.81125189,304.8753939,60.0,Financial,11.0,564.2109192,0.0,Car,Student_or_Unemployed,No,0.0,243.8588321
8657,Violets,4.0,611.3274967,136505.5783,30-45,41738.36563,No,1150.712699,No,Female,After_16:00,0.252545321,0.920926371,7086.0,912.6097779999999,8.859766205,8524.030537999999,780.8310327,54.45996148,30.20943194,8.914,,No,448740.6857,6.530538506,669.8810982000001,85.06234735,203.7758322,60.0,Financial,9.0,446.8993813999999,2.0,Car,Services_or_Retail,Yes,1.0,524.7515789
7651,Pinks,5.0,510.96573600000005,117511.761,30-45,29189.87562,Yes,891.5877952999999,No,Male,By_16:00,0.600634742,0.180658473,4877.0,639.7868625,32.65213287,8178.965567,926.0167249,87.68244884,25.29400843,5.122999999999999,74264.05736,Yes,476016.0778,0.534759646,689.9391842,49.08110534,170.321912,60.0,Financial,7.0,235.92072290000002,2.0,Motorcycle_or_truck,Industry_or_other,No,5.0,493.5714012
7556,Turquoises,9.0,525.2979916999999,62981.55572999999,30-45,30844.8749,Yes,685.8106586,Yes,Female,By_16:00,0.917880457,0.624307956,7977.0,421.38050589999995,35.30489325,,552.725733,,20.5275548,2.023,,Yes,129377.2146,6.531151144,359.69044269999995,94.41972994,175.09933059999997,90.0,Environment,15.0,166.0274018,3.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,541.198318
2798,Reds,6.0,325.7175312,59218.75187000001,30-45,11906.56252,No,697.126707,No,Male,After_16:00,0.7026832279999999,0.41094348299999994,9882.0,421.5145037,66.03472927,6297.333385,915.3854705,83.31366682,20.53081839,2.1180000000000003,55101.62579,Yes,297494.3624,3.9849798130000003,545.4304377000001,69.46910804,,40.0,Foreign_Affairs,10.0,94.46182253,1.0,Public_or_other,Services_or_Retail,No,0.0,526.4412199
914,Purples,5.0,473.85895660000006,51374.05319,Below_30,25117.09863,Yes,133.554045,Yes,Male,After_16:00,0.493898127,0.296142647,4605.0,9.276194216,77.85028429,3271.042552,682.1318534,38.99482894,3.0456845230000003,,10534.634970000001,No,105786.9227,8.589192403,325.24901639999996,91.69070323,157.9529855,100.0,Education,14.0,608.5600824,2.0,Motorcycle_or_truck,Hightech,No,0.0,185.3611372
8433,Pinks,3.0,287.8715166,28657.374689999997,30-45,9313.73607,No,570.2800707,Yes,Male,By_16:00,,0.41144825799999996,7326.0,385.76676549999996,88.01786492,3758.0090630000004,570.8676697999999,13.398728400000001,19.64094615,2.674,44826.710060000005,No,89190.36102000001,6.899668381000001,298.64755319999995,86.40217083,95.95717221,70.0,Social,8.0,257.84789969999997,1.0,Car,Student_or_Unemployed,Yes,1.0,386.4504528
4738,Blues,1.0,1513.03066,503623.44399999996,Below_30,254876.7634,No,768.3373583,No,Male,After_16:00,0.8226177440000001,0.479074637,9511.0,252.9227836,36.66313977,10491.56741,554.9055298,20.36881014,15.90354626,4.489,57488.63302000001,No,997146.4081,0.7620129659999999,998.5721847000001,79.5227204,504.3435534,70.0,Social,13.0,674.7708547,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,881.6992692
6022,Greens,4.0,357.400426,33130.54698,30-45,,Yes,815.044654,Yes,Female,By_16:00,0.93791995,0.282926218,5572.0,495.1103674,97.09944639,3771.181072,713.3720447000001,65.13396364,22.25107565,4.428,60051.70507999999,Yes,77337.40398999999,8.833905531000001,278.09603369999996,90.62659438,119.1334753,100.0,Education,15.0,287.8431855,1.0,Public_or_other,Industry_or_other,Yes,1.0,683.2714399
3522,Greys,7.0,256.2452169,36362.58733,45_and_up,7391.1496480000005,Yes,747.3856997,Yes,Male,After_16:00,0.049701887,0.7519888920000001,8868.0,550.3085756,3.794993996,5357.780009,127.8933024,39.35214696,23.45865673,3.1319999999999997,60900.53515,No,181234.35600000003,5.527342465,425.7162858,98.13175346,85.4150723,40.0,Foreign_Affairs,10.0,120.8232175,2.0,Public_or_other,Student_or_Unemployed,No,4.0,419.0727061
3886,Browns,8.0,110.72873419999999,112.47415020000001,Below_30,1409.2265320000001,Yes,35.00046107,Yes,Male,By_16:00,0.065096305,0.082172457,3599.0,28.90947589,53.88487747,88.29184149,970.0819849999999,71.70256749,5.376753285,,2763.713362,No,9.285970071,7.193610659,3.0472889710000004,20.97523636,36.90957808,100.0,Education,13.0,837.7559589,3.0,Car,Services_or_Retail,Yes,0.0,17.35440773
1543,Turquoises,6.0,467.04433049999994,65892.40667000001,30-45,24402.39329,,735.3840098999999,Yes,Female,After_16:00,0.355734347,0.8489035979999999,7161.0,498.5903637,3.342664288,5229.695868,968.012067,89.89748205,22.3291371,2.839,58321.57127000001,No,179141.8442,2.936000847,423.2515141,83.24250048,155.6814435,90.0,Environment,15.0,,3.0,Public_or_other,Services_or_Retail,Yes,1.0,488.65506239999996
4246,Turquoises,1.0,919.8835118999999,144700.4575,45_and_up,94337.25845,Yes,639.8773022,Yes,Male,By_16:00,0.7029866229999999,0.9348171129999999,6802.0,393.05867830000005,82.92893374,5505.208056,286.16880249999997,13.27003159,19.82570751,3.198,50458.09335,No,222698.1703,9.201147554,471.90907000000004,82.4315167,306.6278373,70.0,,12.0,112.7626216,1.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,1.0,477.86716950000005
6986,Browns,9.0,50.46622348,15263.16671,30-45,309.8042647,Yes,1347.6035279999999,No,Female,After_16:00,0.017856102,0.198552132,3846.0,896.7908968,94.64400103,10866.87814,398.19068619999996,28.29681057,29.94646718,12.154000000000002,107856.7784,No,823247.0665,8.663430088,907.3296349999999,79.25424725,16.82207449,90.0,Environment,11.0,694.9638058999999,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,1.0,899.5175142
8028,Purples,8.0,387.9547546,121605.962,45_and_up,16862.528440000002,Yes,1464.592534,No,Female,By_16:00,0.07030493,0.290458868,7122.0,976.3205816999999,70.64823871,11356.26057,614.4349005,14.85566336,31.24612907,8.878,116717.7191,Yes,884280.5803,6.659549144,940.3619411000001,56.50735218,129.3182515,60.0,Financial,8.0,809.1971936000001,2.0,Public_or_other,Services_or_Retail,Yes,0.0,983.7356327
9285,Pinks,4.0,539.3826359,64247.41977000001,30-45,32515.75287,Yes,686.2615728,Yes,Male,By_16:00,0.19946419699999998,0.27041616,8615.0,389.95106400000003,88.18770824,4353.288561,231.0832054,30.82039743,19.74717863,1.385,51051.1426,Yes,127690.906,9.559784823,357.3386433,95.70332645,179.79421200000002,70.0,Social,8.0,205.6513188,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,599.1435016
9104,Browns,6.0,185.0626922,56898.14027999999,30-45,3877.043125,Yes,1385.627347,No,Male,After_16:00,0.746011852,0.432896158,5443.0,900.9714223,18.18884916,11025.54263,813.9137579,42.3481799,30.01618601,10.557,109953.6186,Yes,850747.93,9.131882342,922.3599786,50.70998813,61.68756407,90.0,Environment,13.0,745.2669199,1.0,Car,Industry_or_other,No,0.0,965.0341373
203,Greys,4.0,552.7742987,108841.1839,30-45,34145.305360000006,No,,No,Male,After_16:00,0.074235454,0.44428993299999997,9855.0,607.9956681,96.99668635,7122.987236,977.012723,61.00367813,24.65756817,2.145,69762.63408999999,Maybe,348926.0056,6.427911362000001,590.6995900000001,94.37677101,184.2580996,30.0,Military,8.0,142.2013169,1.0,Foot_or_bicycle,Services_or_Retail,Yes,4.0,
2264,Greys,1.0,121.6821972,20431.554959999998,45_and_up,1695.7337440000001,Yes,803.2957051,No,Female,By_16:00,0.570412617,0.088213235,4556.0,564.7689731,2.6035505580000002,6166.81261,624.2010731,17.00367818,23.76486846,7.444,64997.90538,Maybe,253741.3604,5.092772648,503.72746639999997,12.36799976,40.56073238,40.0,Foreign_Affairs,8.0,65.75882879,1.0,Foot_or_bicycle,Industry_or_other,No,1.0,489.2617654
1900,Turquoises,8.0,938.6303019999999,111291.6247,30-45,98214.7483,No,667.765843,Yes,Male,After_16:00,0.989323906,0.940410305,5509.0,463.55507810000006,56.17547443,4484.153578,20.00040514,55.61677737,21.53032926,4.4910000000000005,53021.18864,No,126525.5791,,355.7043422,31.63594587,312.8767673,80.0,Healthcare,12.0,164.4707709,2.0,Car,Public_Sector,No,0.0,429.99167689999996
6770,Turquoises,4.0,183.7850726,30701.355989999996,Below_30,3824.256457,No,785.8478065,No,Male,By_16:00,0.09756994,0.414709956,5496.0,504.03518219999995,96.61766312,6019.580097,746.0390428999999,82.43274274,22.45072788,4.504,61819.0292,Maybe,251152.298,1.117933423,501.1509732,81.82692232,61.26169085,60.0,Financial,8.0,64.33906924,1.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,564.2020903
3330,Blues,3.0,1057.196229,46022.40949,Below_30,124547.2728,No,1167.501909,Yes,Female,By_16:00,0.7150273979999999,0.026842418,9296.0,740.8091512,51.87357378,2787.593718,239.82201769999998,,27.21780945,4.704,83919.73055,No,17055.71787,2.8396537360000003,130.5975416,8.132167486,352.398743,60.0,Financial,12.0,648.4434065,0.0,Public_or_other,Public_Sector,Yes,0.0,975.4278366000001
9155,Browns,9.0,244.777333,79149.21449,30-45,6748.919415,Yes,870.2032313,No,Male,After_16:00,0.868309757,0.15467447199999998,4673.0,515.7465319,51.70165123,10732.04992,499.093821,42.19770289,22.71005354,11.327,71965.85527,No,941008.0324,1.067711755,970.0556852,44.47559847,81.59244433,90.0,Environment,11.0,484.9087267,2.0,Car,Services_or_Retail,No,1.0,618.0515682
5537,Browns,5.0,96.41519066,26500.81556,45_and_up,1075.0149509999999,Yes,1120.135215,No,Male,By_16:00,0.827076157,0.39190190700000005,9006.0,721.443189,69.36884157,9688.728775,240.85119440000003,9.09623513,26.85969451,6.994,89598.77153,Yes,679939.1683,9.946798095,824.5842397000001,53.57487591,32.13839689,100.0,Education,15.0,480.60983150000004,1.0,Public_or_other,Public_Sector,Yes,0.0,776.755841
8732,Greens,9.0,140.78878669999997,14013.4924,30-45,2259.316535,No,802.6229715,Yes,Female,After_16:00,0.790266375,0.854183093,3036.0,499.3476097,34.62486169,3984.7623759999997,960.1381549,66.01638985,22.34608712,6.9639999999999995,59898.1977,Maybe,89165.97066,0.884426797,298.60671569999994,16.83893888,46.92959556,100.0,Education,15.0,249.15908280000002,0.0,Foot_or_bicycle,Student_or_Unemployed,Yes,2.0,646.6989024000001
8205,Browns,3.0,866.3081022,262886.0903,45_and_up,83686.51692000001,Yes,1327.771685,No,Male,After_16:00,0.238811202,0.303751954,3643.0,832.5906651,32.32590423,10768.8509,398.9912255,35.33092928,28.854647200000002,12.357000000000001,104504.0474,Maybe,828767.9965,1.837530027,910.3669570000001,69.68185867,288.76936739999996,60.0,Financial,12.0,710.2528207,1.0,Public_or_other,Hightech,No,0.0,974.8067811000001
7710,Turquoises,6.0,193.83998590000002,30541.3625,Below_30,4249.495564,No,729.9075235,Yes,Male,By_16:00,0.052494815,0.940403208,5066.0,463.8596213000001,90.85123616,5654.509078,342.3213698,63.49169398,21.53740052,4.934,57341.946860000004,Maybe,223425.4215,7.347161992999999,472.67898360000004,22.41702622,64.61332862,80.0,Healthcare,11.0,54.52147283,2.0,Car,Services_or_Retail,No,6.0,530.3319318
2014,Turquoises,3.0,427.10582769999996,57255.13043,Below_30,20421.1895,No,664.7039061,Yes,Male,By_16:00,0.979251179,0.700574092,4064.0,402.1363854,90.62411564,4825.884749,213.210084,99.40292665,20.05333851,5.936,51085.64301,Maybe,161733.6291,6.779938985,402.1611979,94.10669554,142.3686092,60.0,Financial,12.0,140.6457931,4.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,,525.1300788
7985,Browns,3.0,304.6396568,77661.99257,Below_30,10423.24883,No,1206.46797,No,Male,By_16:00,0.363871998,0.9591072070000001,3588.0,726.7018339,78.87529198,9101.323841,929.2482515,86.65220428,26.95740777,12.412,93031.63842,No,584906.8298,9.23496549,764.7920173,53.10230229999999,101.54655229999999,60.0,Financial,12.0,570.7319949,1.0,Motorcycle_or_truck,Hightech,No,0.0,951.9142352
6500,Turquoises,10.0,505.9883502,67771.72493,45_and_up,28625.79729,Yes,732.5828286000001,Yes,Female,After_16:00,,0.528131964,8831.0,448.5435838,1.122791134,4915.266138,53.72083676,56.79426179,21.17884756,1.169,55995.13437000001,Maybe,161457.6224,0.385939993,401.817897,62.29738053,168.6627834,70.0,Social,11.0,135.2105991,,Motorcycle_or_truck,Public_Sector,No,0.0,577.4236268999999
7203,Purples,,671.5739046,145983.708,Below_30,50346.24789,No,1354.453167,No,Male,After_16:00,0.339377915,0.456502774,6308.0,948.685632,14.47933062,8418.636029000001,653.6402628,80.54879282,30.80074077,9.692,107010.4794,No,425268.9414,6.570493965,652.1264765,17.08896379,223.85796820000002,80.0,Healthcare,14.0,601.6549551,1.0,,Industry_or_other,No,3.0,870.8469008
4257,Greens,1.0,279.11742189999995,23884.58625,45_and_up,8759.320831,Yes,812.3329792000001,Yes,Female,By_16:00,0.103230476,0.699989273,9867.0,518.6790857,56.0382789,3604.5128210000003,374.5173838,59.89905309,22.77452712,0.133,60571.601520000004,Maybe,65902.82997,1.558356991,256.715465,51.93107277,93.03914063,70.0,Social,10.0,281.162775,4.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,639.7005112
5701,Oranges,3.0,406.7836435,66139.38917000001,30-45,18531.47595,No,509.06884660000003,Yes,Male,After_16:00,0.070207458,0.99596647,8097.0,268.6990838,82.32105698,5415.130364,996.0424403999999,12.08547368,16.39204331,3.903,39837.3395,Yes,237922.7138,2.266270735,487.77321960000006,26.37036757,135.59454780000002,50.0,Other,11.0,240.058538,4.0,Motorcycle_or_truck,Hightech,Yes,0.0,436.9246984
2470,Browns,9.0,407.45072969999995,40034.99862,Below_30,18592.049919999998,No,559.6552096,Yes,Female,After_16:00,0.719725675,0.220885472,7724.0,476.58208160000004,,3900.8824299999997,161.73123710000002,65.40646285,21.83075999,8.276,47795.378639999995,No,86890.42979,1.910773714,294.7718267,10.07043852,135.8169099,100.0,Education,13.0,362.17165760000006,3.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,202.5083068
3344,Reds,6.0,635.6306799,96161.20281,45_and_up,45113.69481,No,765.9359724,Yes,Male,After_16:00,0.39668484299999995,0.052603559,9316.0,490.11103099999997,67.56228672,5518.763349,734.27584,43.23623364,22.13845141,2.6839999999999997,59779.131720000005,No,205983.5702,1.7928999030000001,453.85412869999993,87.16717362,211.8768933,50.0,Other,9.0,75.47577073,3.0,Car,Hightech,No,0.0,558.9012634
319,Khakis,1.0,37.81171272,6472.649018,30-45,181.4623063,Yes,699.0019073,No,Female,After_16:00,0.34048754600000003,0.666795778,6476.0,470.6461938,45.82045926,6076.724152000001,639.8718150000001,22.99114871,21.69438162,3.5239999999999996,56688.966210000006,Maybe,263726.594,7.754251685,513.5431764,73.20990241,12.60390424,100.0,Education,9.0,61.11750834,3.0,Car,Public_Sector,Yes,0.0,448.1320305
5349,Khakis,3.0,446.49089000000004,50663.76982,45_and_up,22309.2875,Yes,624.5077297,Yes,Female,By_16:00,0.757718062,0.724646893,3926.0,415.2304006,47.23291539,4234.590939,109.5925223,80.35634202,20.37720296,6.074,48976.3704,No,115881.0199,5.6565197860000005,340.41301380000004,1.557125826,148.8302967,100.0,Education,10.0,192.54539590000002,3.0,Motorcycle_or_truck,Industry_or_other,No,1.0,433.5181355
5359,Browns,8.0,271.8128553,72442.7593,Below_30,,No,996.0626348,No,Male,By_16:00,0.33882257600000004,0.610936328,8690.0,527.5995391,12.33849025,9050.710462000001,183.2362292,60.5633267,22.96953502,7.31,76098.65753,No,639282.0228,3.2907386030000003,799.5511384,57.9556108,90.60428511,100.0,Education,12.0,486.6480371,1.0,Motorcycle_or_truck,Hightech,No,1.0,882.5358715
8016,Blues,7.0,1062.248239,169319.7565,Below_30,125738.6739,No,933.4207944,Yes,Female,By_16:00,0.679818756,0.08045932900000001,9707.0,957.2339479,9.247797169,6696.394107,765.8109157,58.67999604,30.939197600000004,4.293,85816.17542999999,No,228668.1829,2.464761313,478.1926211,17.32896979,354.0827462,70.0,Social,,643.1780374,3.0,Public_or_other,Hightech,Yes,0.0,48.18195826
1570,Browns,5.0,641.6593247999999,606.9930329,45_and_up,45971.29634,Yes,7.130453932999999,Yes,Male,After_16:00,0.7789108290000001,0.07170154200000001,8602.0,5.06631122,62.58232542,38.511842200000004,814.460922,0.361391436,2.250846778,7.398,558.7507264999999,Yes,8.05380114,4.791702738,2.837921976,47.93711351,213.88644159999998,100.0,Education,12.0,858.8227093,1.0,Foot_or_bicycle,Services_or_Retail,No,0.0,4.573963275
